Removed Pin From Net: NetName=TRIG Pin=C10-1
Removed Pin From Net: NetName=ACU_PWR Pin=C10-2
Removed Pin From Net: NetName=GND Pin=C12-1
Removed Pin From Net: NetName=ACU_PWR Pin=C12-2
Removed Pin From Net: NetName=BSPD_TEST Pin=CN1-1
Removed Pin From Net: NetName=HVB_PWR Pin=CN1-2
Removed Pin From Net: NetName=IMD_PWR Pin=CN1-3
Removed Pin From Net: NetName=PRECHRG_CTRL Pin=CN1-4
Removed Pin From Net: NetName=AMS_PWR Pin=CN1-5
Removed Pin From Net: NetName=EMETER_PWR Pin=CN1-6
Removed Pin From Net: NetName=AMS_CLR_ERR Pin=CN1-7
Removed Pin From Net: NetName=AIR+_CTRL Pin=CN1-8
Removed Pin From Net: NetName=IMD_RESIST Pin=CN1-9
Removed Pin From Net: NetName=AIR+_FB Pin=CN1-10
Removed Pin From Net: NetName=AIR-_CTRL Pin=CN1-11
Removed Pin From Net: NetName=EXTRA_INPUT2 Pin=CN1-12
Removed Pin From Net: NetName=EXTRA_INPUT1 Pin=CN1-13
Removed Pin From Net: NetName=IMD_OK Pin=CN1-14
Removed Pin From Net: NetName=AIR-_FB Pin=CN1-15
Removed Pin From Net: NetName=CAN_SENS_P Pin=CN1-16
Removed Pin From Net: NetName=CAN_SENS_N Pin=CN1-17
Removed Pin From Net: NetName=SWO Pin=CN1-18
Removed Pin From Net: NetName=SCHT_TAP Pin=CN1-19
Removed Pin From Net: NetName=AMS_LED Pin=CN2-1
Removed Pin From Net: NetName=IMD_LED Pin=CN2-2
Removed Pin From Net: NetName=BSPD_LED Pin=CN2-3
Removed Pin From Net: NetName=AMBER_LED_GND Pin=CN2-4
Removed Pin From Net: NetName=CAN_N Pin=CN2-6
Removed Pin From Net: NetName=BRAKE_SENS Pin=CN2-7
Removed Pin From Net: NetName=CAN_P Pin=CN2-9
Removed Pin From Net: NetName=B\R\A\K\E\_\P\R\E\S\S\ Pin=CN2-10
Removed Pin From Net: NetName=GND Pin=CN2-11
Removed Pin From Net: NetName=CAN_SENS_N Pin=CN2-12
Removed Pin From Net: NetName=VCU_PWR Pin=CN2-13
Removed Pin From Net: NetName=CAN_SENS_P Pin=CN2-15
Removed Pin From Net: NetName=BRAKE_PWR Pin=CN2-16
Removed Pin From Net: NetName=BRAKE_LIGHT_GND Pin=CN2-17
Removed Pin From Net: NetName=GND Pin=CN2-18
Removed Pin From Net: NetName=LATCHING_Delayed Pin=LATCHING_Delayed-1
Removed Pin From Net: NetName=ACU_PWR Pin=Q7-1
Removed Pin From Net: NetName=ACU_PWR Pin=Q7-2
Removed Pin From Net: NetName=ACU_PWR Pin=Q7-3
Removed Pin From Net: NetName=LATCHING_Delayed Pin=Q7-5
Removed Pin From Net: NetName=LATCHING_Delayed Pin=Q7-6
Removed Pin From Net: NetName=LATCHING_Delayed Pin=Q7-7
Removed Pin From Net: NetName=LATCHING_Delayed Pin=Q7-8
Removed Pin From Net: NetName=555_OUT_LATCHING Pin=Q11-1
Removed Pin From Net: NetName=GND Pin=Q11-2
Removed Pin From Net: NetName=GND Pin=R9-1
Removed Pin From Net: NetName=TRIG Pin=R9-2
Removed Pin From Net: NetName=ACU_PWR Pin=R43-2
Removed Pin From Net: NetName=GND Pin=R44-1
Removed Pin From Net: NetName=555_OUT_LATCHING Pin=R44-2
Removed Pin From Net: NetName=GND Pin=R45-1
Removed Pin From Net: NetName=GND Pin=U4-1
Removed Pin From Net: NetName=TRIG Pin=U4-2
Removed Pin From Net: NetName=555_OUT_LATCHING Pin=U4-3
Removed Pin From Net: NetName=ACU_PWR Pin=U4-4
Removed Pin From Net: NetName=TRIG Pin=U4-6
Removed Pin From Net: NetName=ACU_PWR Pin=U4-8
Removed Member From Class: ClassName=Designator Member=D17
Removed Member From Class: ClassName=Designator Member=D19
Removed Member From Class: ClassName=Designator Member=F17
Removed Member From Class: ClassName=Designator Member=R32
Removed Member From Class: ClassName=Designator Member=R34
Change Component Footprint: Designator=Q7 Old Footprint=SOIC127P600X175-8N New Footprint=SOT-23_N
Change Component Comment : Designator=CN1 Old Comment=5-1418363-1 New Comment=5-1418363-3
Change Component Comment : Designator=CN2 Old Comment=5-1418363-1 New Comment=5-1418363-3
Change Component Comment : Designator=Q7 Old Comment=PFET - FDS6675BZ New Comment=
Change Component Designator: OldDesignator=3V3 NewDesignator=2
Change Component Designator: OldDesignator=5V NewDesignator=1
Change Component Designator: OldDesignator=ACU_PWR NewDesignator=ACU_PWR1
Change Component Designator: OldDesignator=C1 NewDesignator=C11
Change Component Designator: OldDesignator=C2 NewDesignator=C12
Change Component Designator: OldDesignator=C3 NewDesignator=C15
Change Component Designator: OldDesignator=C4 NewDesignator=C13
Change Component Designator: OldDesignator=C5 NewDesignator=C14
Change Component Designator: OldDesignator=C6 NewDesignator=C7
Change Component Designator: OldDesignator=C7 NewDesignator=C1
Change Component Designator: OldDesignator=C8 NewDesignator=C2
Change Component Designator: OldDesignator=C9 NewDesignator=C10
Change Component Designator: OldDesignator=C11 NewDesignator=C8
Change Component Designator: OldDesignator=C13 NewDesignator=C9
Change Component Designator: OldDesignator=C14 NewDesignator=C3
Change Component Designator: OldDesignator=C15 NewDesignator=C5
Change Component Designator: OldDesignator=C16 NewDesignator=C17
Change Component Designator: OldDesignator=C17 NewDesignator=C4
Change Component Designator: OldDesignator=C18 NewDesignator=C6
Change Component Designator: OldDesignator=C19 NewDesignator=C16
Change Component Designator: OldDesignator=CN1 NewDesignator=CN3
Change Component Designator: OldDesignator=CN2 NewDesignator=CN4
Change Component Designator: OldDesignator=D1 NewDesignator=D20
Change Component Designator: OldDesignator=D2 NewDesignator=D17
Change Component Designator: OldDesignator=D3 NewDesignator=D15
Change Component Designator: OldDesignator=D4 NewDesignator=D19
Change Component Designator: OldDesignator=D5 NewDesignator=D22
Change Component Designator: OldDesignator=D6 NewDesignator=D13
Change Component Designator: OldDesignator=D7 NewDesignator=D21
Change Component Designator: OldDesignator=D8 NewDesignator=D7
Change Component Designator: OldDesignator=D9 NewDesignator=D4
Change Component Designator: OldDesignator=D10 NewDesignator=D12
Change Component Designator: OldDesignator=D11 NewDesignator=D18
Change Component Designator: OldDesignator=D12 NewDesignator=D1
Change Component Designator: OldDesignator=D13 NewDesignator=D10
Change Component Designator: OldDesignator=D14 NewDesignator=D5
Change Component Designator: OldDesignator=D15 NewDesignator=D9
Change Component Designator: OldDesignator=D16 NewDesignator=D11
Change Component Designator: OldDesignator=D17 NewDesignator=D6
Change Component Designator: OldDesignator=D18 NewDesignator=D14
Change Component Designator: OldDesignator=D19 NewDesignator=D3
Change Component Designator: OldDesignator=D20 NewDesignator=D8
Change Component Designator: OldDesignator=D21 NewDesignator=D2
Change Component Designator: OldDesignator=D26 NewDesignator=D16
Change Component Designator: OldDesignator=F1 NewDesignator=F15
Change Component Designator: OldDesignator=F2 NewDesignator=F13
Change Component Designator: OldDesignator=F3 NewDesignator=F6
Change Component Designator: OldDesignator=F4 NewDesignator=F3
Change Component Designator: OldDesignator=F5 NewDesignator=F12
Change Component Designator: OldDesignator=F6 NewDesignator=F9
Change Component Designator: OldDesignator=F7 NewDesignator=F1
Change Component Designator: OldDesignator=F9 NewDesignator=F4
Change Component Designator: OldDesignator=F11 NewDesignator=F8
Change Component Designator: OldDesignator=F12 NewDesignator=F11
Change Component Designator: OldDesignator=F13 NewDesignator=F5
Change Component Designator: OldDesignator=F15 NewDesignator=F2
Change Component Designator: OldDesignator=F16 NewDesignator=F7
Change Component Designator: OldDesignator=F17 NewDesignator=F16
Change Component Designator: OldDesignator=JMP3 NewDesignator=JMP1
Change Component Designator: OldDesignator=L2 NewDesignator=L3
Change Component Designator: OldDesignator=L3 NewDesignator=L4
Change Component Designator: OldDesignator=L4 NewDesignator=L2
Change Component Designator: OldDesignator=LD1 NewDesignator=LD3
Change Component Designator: OldDesignator=LD2 NewDesignator=LD1
Change Component Designator: OldDesignator=LD3 NewDesignator=LD2
Change Component Designator: OldDesignator=Q8 NewDesignator=Q4
Change Component Designator: OldDesignator=Q9 NewDesignator=Q2
Change Component Designator: OldDesignator=Q10 NewDesignator=Q3
Change Component Designator: OldDesignator=Q12 NewDesignator=Q1
Change Component Designator: OldDesignator=R1 NewDesignator=R28
Change Component Designator: OldDesignator=R2 NewDesignator=R27
Change Component Designator: OldDesignator=R3 NewDesignator=R16
Change Component Designator: OldDesignator=R4 NewDesignator=R14
Change Component Designator: OldDesignator=R5 NewDesignator=R20
Change Component Designator: OldDesignator=R6 NewDesignator=R19
Change Component Designator: OldDesignator=R7 NewDesignator=R21
Change Component Designator: OldDesignator=R8 NewDesignator=R22
Change Component Designator: OldDesignator=R10 NewDesignator=R25
